Data;Banco_Operacao;Tipo_De_Produto;Convenio_categoria;ValorBase
01/01/2023;BANCO NEON;FGTS;FGTS;424869,61
01/01/2023;BANCO BMG;EMPRESTIMO CONSIGNADO;SEFAZ;407496,71
01/01/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;389672,02
01/01/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;354320,22
01/01/2023;BANCO MASTER;CARTAO BENEFICIO;PREVIDENCIAS;268441,01
01/01/2023;BANCO MASTER;CARTAO BENEFICIO;PM;255488,42
01/01/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;INSS;230652,67
01/01/2023;BANCO PAN;CARTAO BENEFICIO;GOVERNOS;208355,16
01/01/2023;BANCO BMG;CARTAO BENEFICIO;PREFEITURAS;202795,60
01/01/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;FEDERAL;199496,86
01/01/2023;BANCO BMG;CARTAO CONSIGNADO;GOVERNOS;192846,61
01/01/2023;BANCO PAN;CARTAO CONSIGNADO;FEDERAL;182769,87
01/01/2023;BANCO PAN;CARTAO CONSIGNADO;PREFEITURAS;181856,00
01/01/2023;BANCO DAYCOVAL;FGTS;FGTS;168570,78
01/01/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PREFEITURAS;151990,22
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FEDERAL;149995,77
01/01/2023;BANCO BMG;CARTAO CONSIGNADO;PREVIDENCIAS;143282,99
01/01/2023;BANCO BMG;CARTAO CONSIGNADO;PM;142283,13
01/01/2023;BANCO BMG;CARTAO CONSIGNADO;PREFEITURAS;123775,73
01/01/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;FEDERAL;117982,51
01/01/2023;BANCO MASTER;CARTAO BENEFICIO;OUTROS;114942,70
01/01/2023;BANCO DAYCOVAL;CARTAO BENEFICIO;GOVERNOS;106960,00
01/01/2023;BANCO BMG;CARTAO CONSIGNADO;FEDERAL;93105,47
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PM;89908,87
01/01/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;OUTROS;88659,20
01/01/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;87418,53
01/01/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;80140,03
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;CAMARA DOS DEPUTADOS;75235,22
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FUNDACAO;73224,06
01/01/2023;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;66710,06
01/01/2023;BANCO BMG;CARTAO BENEFICIO;GOVERNOS;62025,70
01/01/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;UNIVERSIDADE;61098,00
01/01/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;PM;49768,00
01/01/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;46152,03
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;44582,83
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;MINISTERIO PUBLICO;40000,00
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;OUTROS;39493,95
01/01/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;TJ;36705,68
01/01/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PM;36331,14
01/01/2023;BANCO PAN;CARTAO CONSIGNADO;PREVIDENCIAS;35078,64
01/01/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREFEITURAS;30068,90
01/01/2023;BANCO PAN;CARTAO BENEFICIO;PM;24393,00
01/01/2023;BANCO BMG;CARTAO BENEFICIO;PREVIDENCIAS;23415,89
01/01/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PM;21293,98
01/01/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;21035,11
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TJ;17589,84
01/01/2023;BANCO BMG;CARTAO CONSIGNADO;SEFAZ;17265,90
01/01/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;GOVERNOS;16758,52
01/01/2023;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;PREFEITURAS;15636,94
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;ASSOCIACAO;15536,69
01/01/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;TJ;15086,41
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;ASSEMBLEIA LEGISLATIVA;15054,91
01/01/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREVIDENCIAS;14800,00
01/01/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;BOMBEIROS;13120,88
01/01/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;TJ;12985,00
01/01/2023;MEU CASHCARD;CARTAO CONSIGNADO;PREVIDENCIAS;12467,83
01/01/2023;BANCO PAN;CARTAO BENEFICIO;PREVIDENCIAS;11919,00
01/01/2023;BANCO BMG;CARTAO CONSIGNADO;SASSEPE;10194,80
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;HOSPITAL;9579,96
01/01/2023;BANCO BMG;CARTAO BENEFICIO;PM;9177,00
01/01/2023;BANCO PAN;CARTAO CONSIGNADO;PM;8813,00
01/01/2023;BANCO PAN;CARTAO BENEFICIO;PREFEITURAS;8666,00
01/01/2023;BANCO PAN;CARTAO CONSIGNADO;BOMBEIROS;7760,49
01/01/2023;MEU CASHCARD;CARTAO CONSIGNADO;PREFEITURAS;6571,92
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FUNDO DE APOSENTADORIA E PENSAO DO SERVIDOR;5557,07
01/01/2023;BANCO SAFRA;FGTS;FGTS;5317,45
01/01/2023;BANCO SAFRA;EMPRESTIMO CONSIGNADO;INSS;5203,16
01/01/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;BOMBEIROS;5001,10
01/01/2023;BANCO CREFAZ;EMPRESTIMO CONSIGNADO;OUTROS;5000,00
01/01/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;ASSEMBLEIA LEGISLATIVA;4397,86
01/01/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PRIVADO;4164,27
01/01/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;SANEAMENTO;3637,40
01/01/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;FACTA;3423,53
01/01/2023;BANCO MASTER;CARTAO BENEFICIO;TJ;3263,64
01/01/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;TJ;3080,05
01/01/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PM;3070,28
01/01/2023;BANCO MASTER;CARTAO CONSIGNADO;FEDERAL;2877,68
01/01/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;OUTROS;2388,00
01/01/2023;BANCO BMG;EMPRESTIMO CONSIGNADO;FEDERAL;2237,98
01/01/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;1920,48
01/01/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;PREFEITURAS;1618,66
01/01/2023;BANCO C6 BANK;FGTS;FGTS;62484780,78
01/01/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;1500,60
01/01/2023;FACTA FINANCEIRA;CARTAO CONSIGNADO;NAO CATEGORIZADO;1321,60
01/01/2023;BANCO PAN;NAO CATEGORIZADO;INSS;216,00
01/01/2023;BANCO BMG;EMPRESTIMO CONSIGNADO;NAO CATEGORIZADO;0,00
01/01/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;SANEAMENTO;0,00
01/01/2023;BANCO PAN;AUXILIO BRASIL;AUXILIO BRASIL;-20,18
01/01/2023;BANCO BMG / ITAÚ;EMPRESTIMO CONSIGNADO;INSS;-3329,51
01/01/2023;BANCO MASTER;CARTAO CONSIGNADO;PM;-8383,79
01/01/2023;BANCO CETELEM;EMPRESTIMO CONSIGNADO;INSS;-9814,47
01/01/2023;BANCO PARANÁ;EMPRESTIMO CONSIGNADO;GOVERNOS;-10000,00
01/01/2023;BANCO MASTER;CARTAO CONSIGNADO;PREFEITURAS;-18967,92
01/01/2023;-;-;NAO CATEGORIZADO;-21134,34
01/01/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;FEDERAL;-28985,14
01/01/2023;BANCO MASTER;CARTAO CONSIGNADO;GOVERNOS;-44204,97
01/01/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;FEDERAL;-184578,17
01/01/2023;BANCO MASTER;CARTAO CONSIGNADO;INSS;-454301,60
01/01/2023;BANCO MERCANTIL DO BRASIL;EMPRESTIMO CONSIGNADO;INSS;-1754064,83
01/02/2023;BANCO C6 BANK;EMPRESTIMO CONSIGNADO;INSS;147848739,85
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;INSS;89351506,80
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;OUTROS;89281731,22
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;INSS;80562239,10
01/02/2023;BANCO C6 BANK;EMPRESTIMO CONSIGNADO;FEDERAL;8447299,39
01/02/2023;BANCO PAN;FGTS;FGTS;58527185,04
01/02/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;INSS;52270500,89
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;INSS;27591853,75
01/02/2023;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;27581514,03
01/02/2023;BANCO PAN;CARTAO CONSIGNADO;INSS;21420088,24
01/02/2023;BANCO BMG;FGTS;FGTS;9590000,37
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;GOVERNOS;9162309,48
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;FEDERAL;8972228,85
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FEDERAL;8587804,45
01/02/2023;BANCO C6 BANK;FGTS;FGTS;62959080,82
01/02/2023;BANCO PAN;CARTAO BENEFICIO;INSS;6873471,89
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;GOVERNOS;5958902,20
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;INSS;5863413,83
01/02/2023;BANCO BMG;EMPRESTIMO CONSIGNADO;INSS;5023441,79
01/02/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;OUTROS;4924735,77
01/02/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;INSS;4675227,67
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PREFEITURAS;4254828,34
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;INSS;4136814,00
01/02/2023;FACTA FINANCEIRA;CARTAO CONSIGNADO;INSS;3998939,14
01/02/2023;FACTA FINANCEIRA;FGTS;FGTS;3506199,52
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PREFEITURAS;3330618,07
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;3282121,93
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;GOVERNOS;2993744,05
01/02/2023;BANCO MASTER;CARTAO BENEFICIO;INSS;2674095,79
01/02/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;INSS;2639867,78
01/02/2023;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;INSS;2546874,52
01/02/2023;BANCO BMG;CARTAO BENEFICIO;INSS;2238750,01
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;PREFEITURAS;2151490,38
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;FEDERAL;1684301,50
01/02/2023;BANCO MASTER;CARTAO BENEFICIO;GOVERNOS;1346753,12
01/02/2023;BANCO ITAÚ CONSIGNADO;FGTS;FGTS;1285747,80
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREFEITURAS;1276055,07
01/02/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;GOVERNOS;1163655,63
01/02/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;GOVERNOS;1160866,69
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;1089574,94
01/02/2023;BANCO DAYCOVAL;CARTAO BENEFICIO;INSS;992765,00
01/02/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PREFEITURAS;920476,47
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;913669,76
01/02/2023;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;FEDERAL;895397,19
01/02/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;FEDERAL;732625,47
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;GOVERNOS;726602,50
01/02/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;GOVERNOS;691936,86
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;629160,61
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;615608,90
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;557489,87
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;424551,96
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;GOVERNOS;395941,70
01/02/2023;BANCO MASTER;CARTAO BENEFICIO;PREFEITURAS;390789,49
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREFEITURAS;370717,00
01/02/2023;BANCO NEON;FGTS;FGTS;322095,79
01/02/2023;BANCO PAN;CARTAO CONSIGNADO;FEDERAL;312237,94
01/02/2023;BANCO MERCANTIL DO BRASIL;EMPRESTIMO CONSIGNADO;INSS;306306,04
01/02/2023;BANCO PAN;CARTAO CONSIGNADO;GOVERNOS;305521,76
01/02/2023;BANCO MASTER;CARTAO BENEFICIO;PREVIDENCIAS;290996,22
01/02/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;FEDERAL;224139,12
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;OUTROS;210920,93
01/02/2023;BANCO DAYCOVAL;FGTS;FGTS;203390,76
01/02/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;INSS;196826,90
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PM;184155,36
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;PREFEITURAS;180379,71
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;GOVERNOS;171747,85
01/02/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;FEDERAL;169796,52
01/02/2023;BANCO PAN;CARTAO CONSIGNADO;PREFEITURAS;156420,01
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PM;152938,04
01/02/2023;BANCO BMG;CARTAO BENEFICIO;PREFEITURAS;148911,00
01/02/2023;BANCO BMG;EMPRESTIMO CONSIGNADO;SEFAZ;143072,64
01/02/2023;BANCO MASTER;CARTAO BENEFICIO;PM;140948,97
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;PREVIDENCIAS;139970,17
01/02/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PREFEITURAS;139661,62
01/02/2023;BANCO PAN;CARTAO BENEFICIO;GOVERNOS;138226,57
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;FEDERAL;126251,00
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;FEDERAL;118449,65
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;PM;116211,27
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;112873,01
01/02/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;110568,35
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;MINISTERIO PUBLICO;94016,34
01/02/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;86972,26
01/02/2023;BANCO BMG;CARTAO BENEFICIO;GOVERNOS;80208,25
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TJ;78685,22
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;PM;72190,64
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;TJ;71238,57
01/02/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;69913,14
01/02/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;67942,41
01/02/2023;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;PREFEITURAS;54882,73
01/02/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREFEITURAS;50831,44
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;OUTROS;48760,85
01/02/2023;BANCO DAYCOVAL;CARTAO BENEFICIO;PREFEITURAS;43849,00
01/02/2023;BANCO DAYCOVAL;CARTAO BENEFICIO;GOVERNOS;43331,00
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;UNIVERSIDADE;43112,87
01/02/2023;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;42759,16
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PRIVADO;38994,69
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;ASSEMBLEIA LEGISLATIVA;38291,19
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PM;37969,13
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;TJ;34961,07
01/02/2023;MEU CASHCARD;CARTAO CONSIGNADO;PREFEITURAS;34763,37
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FUNDACAO;34680,85
01/02/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;34349,34
01/02/2023;BANCO BMG;CARTAO BENEFICIO;PREVIDENCIAS;30184,88
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;SANEAMENTO;29812,42
01/02/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;GOVERNOS;27492,67
01/02/2023;BANCO PAN;CARTAO BENEFICIO;PREFEITURAS;22902,00
01/02/2023;BANCO MASTER;CARTAO BENEFICIO;OUTROS;22086,93
01/02/2023;BANCO BMG;CARTAO BENEFICIO;PM;18851,40
01/02/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;17393,02
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;TJ;16400,00
01/02/2023;BANCO MERCANTIL DO BRASIL;CARTAO CONSIGNADO;INSS;16100,00
01/02/2023;BANCO PAN;CARTAO CONSIGNADO;PREVIDENCIAS;15985,86
01/02/2023;BANCO SAFRA;EMPRESTIMO CONSIGNADO;INSS;15809,63
01/02/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;TJ;15200,00
01/02/2023;BANCO PAN;CARTAO BENEFICIO;PM;14244,47
01/02/2023;BANCO PAN;CARTAO CONSIGNADO;BOMBEIROS;13368,00
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;SASSEPE;12335,58
01/02/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;ASSEMBLEIA LEGISLATIVA;10599,52
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;BOMBEIROS;10000,00
01/02/2023;MEU CASHCARD;CARTAO BENEFICIO;BOMBEIROS;10000,00
01/02/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;8451,16
01/02/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PM;7603,30
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREVIDENCIAS;7590,00
01/02/2023;MEU CASHCARD;CARTAO CONSIGNADO;PM;6712,48
01/02/2023;BANCO BANRISUL;FGTS;FGTS;5690,56
01/02/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;TJ;5254,23
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;SEFAZ;4432,65
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;BOMBEIROS;4144,50
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;ASSEMBLEIA LEGISLATIVA;3880,00
01/02/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;OUTROS;3440,00
01/02/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PM;2240,00
01/02/2023;BANCO SAFRA;FGTS;FGTS;1856,26
01/02/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;OUTROS;1495,37
01/02/2023;BANCO BMG;EMPRESTIMO CONSIGNADO;GOVERNOS;1319,35
01/02/2023;BANCO BMG;CARTAO CONSIGNADO;UNIVERSIDADE;1232,21
01/02/2023;BANCO MASTER;CARTAO BENEFICIO;TJ;413,78
01/02/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;NAO CATEGORIZADO;212,37
01/02/2023;BANCO MERCANTIL DO BRASIL;EMPRESTIMO CONSIGNADO;NAO CATEGORIZADO;159,21
01/02/2023;-;-;NAO CATEGORIZADO;0,00
01/02/2023;BANCO MASTER;CARTAO CONSIGNADO;GOVERNOS;-1670,78
01/02/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;FEDERAL;-1763,25
01/02/2023;BANCO MASTER;CARTAO CONSIGNADO;PREFEITURAS;-2615,74
01/02/2023;BANCO PAN;AUXILIO BRASIL;AUXILIO BRASIL;-49432,56
01/02/2023;BANCO MASTER;CARTAO CONSIGNADO;INSS;-121352,33
01/03/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;OUTROS;72670652,67
01/03/2023;BANCO C6 BANK;EMPRESTIMO CONSIGNADO;INSS;72479916,48
01/03/2023;BANCO C6 BANK;EMPRESTIMO CONSIGNADO;FEDERAL;8150846,21
01/03/2023;BANCO PAN;FGTS;FGTS;56834842,98
01/03/2023;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;39204248,91
01/03/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;INSS;38866770,07
01/03/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;INSS;33795003,46
01/03/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;INSS;31344320,01
01/03/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;INSS;16020633,14
01/03/2023;BANCO PAN;CARTAO CONSIGNADO;INSS;12793680,03
01/03/2023;BANCO C6 BANK;FGTS;FGTS;70890797,56
01/03/2023;BANCO BMG;FGTS;FGTS;8123080,49
01/03/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FEDERAL;7869673,49
01/03/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;FEDERAL;6973942,22
01/03/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;GOVERNOS;6883518,88
01/03/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PREFEITURAS;5765709,65
01/03/2023;BANCO MASTER;CARTAO BENEFICIO;GOVERNOS;5562597,49
01/03/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;GOVERNOS;5195267,70
01/03/2023;FACTA FINANCEIRA;FGTS;FGTS;4945434,17
01/03/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PREFEITURAS;4939134,39
01/03/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;INSS;4673820,00
01/03/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;4432777,34
01/03/2023;BANCO BMG;CARTAO CONSIGNADO;INSS;4156606,23
01/03/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;OUTROS;3785886,98
01/03/2023;FACTA FINANCEIRA;CARTAO CONSIGNADO;INSS;3436528,96
01/03/2023;FACTA FINANCEIRA;EMPRESTIMO CONSIGNADO;INSS;3058936,96
01/03/2023;BANCO PAN;CARTAO BENEFICIO;INSS;2755044,65
01/03/2023;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;GOVERNOS;2528642,21
01/03/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;GOVERNOS;2508459,38
01/03/2023;BANCO BMG;EMPRESTIMO CONSIGNADO;INSS;2193455,30
01/03/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;FEDERAL;1808303,85
01/03/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;INSS;1775263,07
01/03/2023;BANCO MASTER;CARTAO BENEFICIO;INSS;1620108,36
01/03/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREFEITURAS;1565420,55
01/03/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PREFEITURAS;1543168,89
01/03/2023;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;INSS;1521077,90
01/03/2023;BANCO ITAÚ CONSIGNADO;FGTS;FGTS;1455692,68
01/03/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;GOVERNOS;1394747,46
01/03/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;PREFEITURAS;1338047,22
01/03/2023;BANCO BMG;CARTAO BENEFICIO;INSS;1214638,51
01/03/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;GOVERNOS;1077147,46
01/03/2023;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;GOVERNOS;989005,79
01/03/2023;BANCO MASTER;CARTAO BENEFICIO;PREFEITURAS;920406,84
01/03/2023;BANCO DAYCOVAL;CARTAO BENEFICIO;INSS;876273,00
01/03/2023;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;FEDERAL;869073,89
01/03/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;776186,41
01/03/2023;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;756432,83
01/03/2023;BANCO PAN;CARTAO CONSIGNADO;GOVERNOS;717656,50
01/03/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;GOVERNOS;703815,00
01/03/2023;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;651134,88
01/03/2023;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;601573,75
01/03/2023;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;FEDERAL;570354,80
01/03/2023;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREFEITURAS;541886,00
01/03/2023;BANCO NEON;FGTS;FGTS;513907,44
01/03/2023;BANCO PAN;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;489405,24
